date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:35:53	87532/87532	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b35-155ec%22	https://html.awaikenthemes.com/infine/js/jquery-3.7.1.min.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/jquery-3.7.1.min.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:53	60635/60635	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b35-ecdb%22	https://html.awaikenthemes.com/infine/js/bootstrap.min.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/bootstrap.min.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:53	212456/212456	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b35-33de8%22	https://html.awaikenthemes.com/infine/images/post-3.jpg	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/images/post-3.jpg	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:53	7729/7729	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b35-1e31%22	https://html.awaikenthemes.com/infine/js/validator.min.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/validator.min.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:53	21081/21081	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b35-5259%22	https://html.awaikenthemes.com/infine/js/jquery.slicknav.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/jquery.slicknav.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:55	148486/148486	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b35-24406%22	https://html.awaikenthemes.com/infine/js/swiper-bundle.min.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/swiper-bundle.min.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:55	9028/9028	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b35-2344%22	https://html.awaikenthemes.com/infine/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/jquery.waypoints.min.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:55	1057/1057	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b35-421%22	https://html.awaikenthemes.com/infine/js/jquery.counterup.min.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/jquery.counterup.min.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:55	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b35-4ef8%22	https://html.awaikenthemes.com/infine/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/jquery.magnific-popup.min.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:55	23366/23366	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b35-5b46%22	https://html.awaikenthemes.com/infine/js/SmoothScroll.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/SmoothScroll.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:55	2072/2072	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b35-818%22	https://html.awaikenthemes.com/infine/js/parallaxie.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/parallaxie.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:56	63403/63403	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b35-f7ab%22	https://html.awaikenthemes.com/infine/js/gsap.min.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/gsap.min.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:56	3720/3720	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b35-e88%22	https://html.awaikenthemes.com/infine/js/magiccursor.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/magiccursor.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:56	15524/15524	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b35-3ca4%22	https://html.awaikenthemes.com/infine/js/SplitText.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/SplitText.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:56	16155/16155	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b35-3f1b%22	https://html.awaikenthemes.com/infine/js/ScrollTrigger.min.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/ScrollTrigger.min.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:56	64021/64021	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b35-fa15%22	https://html.awaikenthemes.com/infine/js/jquery.mb.YTPlayer.min.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/jquery.mb.YTPlayer.min.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:57	16064/16064	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b35-3ec0%22	https://html.awaikenthemes.com/infine/js/wow.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/wow.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:57	5950/5950	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267d15e0d-173e%22	https://html.awaikenthemes.com/infine/js/function.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/js/function.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:58	43001/43001	---MCZ	200	added ('OK')	application/javascript	etag:W/%226895e184-a7f9%22	https://demo.awaikenthemes.com/assets/js/theme-panel.js	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/demo.awaikenthemes.com/assets/js/theme-panel.js	(from https://html.awaikenthemes.com/infine/index-video.html)
17:35:59	109808/109808	---M--	200	added ('OK')	font/woff2	etag:%2267c69b35-1acf0%22	https://html.awaikenthemes.com/infine/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/webfonts/fa-brands-400.woff2	(from https://html.awaikenthemes.com/infine/css/all.css)
17:35:59	24488/24488	---M--	200	added ('OK')	font/woff2	etag:%2267c69b35-5fa8%22	https://html.awaikenthemes.com/infine/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/webfonts/fa-regular-400.woff2	(from https://html.awaikenthemes.com/infine/css/all.css)
17:35:59	189684/189684	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2267c69b35-2e4f4%22	https://html.awaikenthemes.com/infine/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/webfonts/fa-brands-400.ttf	(from https://html.awaikenthemes.com/infine/css/all.css)
17:35:59	63348/63348	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2267c69b35-f774%22	https://html.awaikenthemes.com/infine/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/lakshmi-plastic%20-%204%20-%20landing%20page%20with%20video/html.awaikenthemes.com/infine/webfonts/fa-regular-400.ttf	(from https://html.awaikenthemes.com/infine/css/all.css)
